device,rmean,length,model,error,std,srate,q75,q90
all,8,5,1,0.149695328842346,0.11472832810430984,0.9973821989528796,0.21419793461345196,0.30921462125077237
a650,9,5,1,0.15305082636521736,0.12112749662108599,0.9633507853403142,0.21945377626895868,0.31755123826052234
38b8,9,5,1,0.16061202033857394,0.12878896161870126,0.7068062827225131,0.22600558618581346,0.3360078743388478
14df,9,5,1,0.17497546529790414,0.12479862956032751,0.9476439790575916,0.25235682581698693,0.3466101991849012
d884,9,5,1,0.14574812288105693,0.11529580041462928,0.9712041884816754,0.2093939928015596,0.3053330052563267
all,9,5,1,0.15349023153742994,0.11683578163820052,0.9973821989528796,0.2212085222562214,0.3184209057342232
a650,10,5,1,0.1493273828324698,0.11656555501947723,0.9581151832460733,0.21189429162002854,0.30742669412326484
38b8,10,5,1,0.16176699494413668,0.1317521102397092,0.7120418848167539,0.22848880304857067,0.33850401184756357
14df,10,5,1,0.1677199657014426,0.12021392037329887,0.9502617801047121,0.24097781421226222,0.33535910035074973
d884,10,5,1,0.15317169297024177,0.12135132352904528,0.9764397905759162,0.21702782845490837,0.31585225565157343
all,10,5,1,0.15197663019102886,0.11597887365777436,0.9973821989528796,0.21763953032826835,0.31258012808954433
a650,11,5,1,0.1521435872620578,0.11959594471837699,0.9738219895287958,0.2187537734547954,0.32161355413959986
38b8,11,5,1,0.15801901255850928,0.13694114900454168,0.725130890052356,0.21326703922767154,0.3323768428865448
14df,11,5,1,0.165118831679059,0.11862289375248695,0.93717277486911,0.240320496044214,0.3279594899474778
d884,11,5,1,0.16479251329920014,0.13265446461890149,0.9738219895287958,0.23379024364955786,0.34103090120399626
all,11,5,1,0.15542452948847046,0.12056504226993772,0.9973821989528796,0.22286014521691835,0.3205408015162807
a650,14,5,1,0.16579028119337844,0.13374260619676517,0.9633507853403142,0.2373598276740576,0.34669322942522496
38b8,14,5,1,0.16938210028513162,0.14190418674805402,0.7277486910994765,0.2342794777430153,0.3630942147304249
14df,14,5,1,0.15827037387186332,0.12313638041915127,0.9319371727748691,0.22385910295406458,0.3286536161123286
d884,14,5,1,0.17645742849763985,0.1458627551528164,0.9633507853403142,0.2523844811037662,0.37927757969553966
all,14,5,1,0.16576279338171182,0.1309610203628904,1.0,0.23621921388685704,0.3465927889304308
a650,12,5,1,0.15973380675578394,0.12670522626494557,0.9607329842931938,0.22647107656515156,0.33397535318635935
38b8,12,5,1,0.16131501598046386,0.13858692028374797,0.7329842931937173,0.22253412781108084,0.33606058380122145
14df,12,5,1,0.16021905178131807,0.11773591004075898,0.9345549738219895,0.23107697356218398,0.3241020940907227
d884,12,5,1,0.163657228587531,0.13214098310432698,0.9738219895287958,0.23204639525681656,0.33640570889667987
all,12,5,1,0.15672479568600078,0.12061346261954989,1.0,0.22452718792856718,0.32171940802704824
a650,13,5,1,0.15489549577298728,0.1268736945781165,0.9633507853403142,0.2220868990864496,0.33324604231150645
38b8,13,5,1,0.16412508076948212,0.14862361495263637,0.7408376963350786,0.2247864018597307,0.36697748183233564
14df,13,5,1,0.1604952321249334,0.12156327111384252,0.93717277486911,0.22737370573067195,0.32405167887574227
d884,13,5,1,0.17184348620845577,0.13910855272984127,0.9738219895287958,0.24010364596670075,0.36440713662222346
all,13,5,1,0.1609331144545447,0.12799184577417008,1.0,0.22986014640850794,0.33982145930968277
a650,15,5,1,0.17233296398984166,0.1407769148427473,0.9502617801047121,0.2469961479726333,0.36844422225883666
38b8,15,5,1,0.18289309442322613,0.15437812868759565,0.7408376963350786,0.25585693415339705,0.3889641712826447
14df,15,5,1,0.1634585896573386,0.13053308816236686,0.9267015706806283,0.2346044739825823,0.3507398534102815
d884,15,5,1,0.18084803763107177,0.1497064082861064,0.9581151832460733,0.2541640133551262,0.3911490081423917
all,15,5,1,0.17425968525927368,0.1397724293333086,1.0,0.249594653501096,0.3690917197200688
a650,16,5,1,0.1738873730357822,0.1399858894119613,0.9319371727748691,0.250249992302946,0.3746759440825781
38b8,16,5,1,0.1932696461523301,0.1624478239437436,0.7408376963350786,0.26584472141267473,0.4157859029490373
14df,16,5,1,0.16085645460277312,0.13068921563443353,0.9214659685863874,0.228403252587874,0.3416976621190499
d884,16,5,1,0.1892075235604197,0.1533374977008281,0.9476439790575916,0.2694294253916385,0.40342166114072336
all,16,5,1,0.17742061333652348,0.14070318596879872,0.9973821989528796,0.2549263231912229,0.37290350424711416
a650,17,5,1,0.17597273708970987,0.14109451522087169,0.9214659685863874,0.2535326900583902,0.3694516262596407
38b8,17,5,1,0.19918187181119654,0.16249473070285847,0.7329842931937173,0.2780119470005591,0.42018250086375625
14df,17,5,1,0.16032345248890179,0.13668324807285934,0.918848167539267,0.2261742666203269,0.35032829227225204
d884,17,5,1,0.18539088682333454,0.15158127313979028,0.9293193717277487,0.26678184127080684,0.3973698719590225
all,17,5,1,0.17877294603678406,0.1402546902913495,1.0,0.2574671382366832,0.3738249130789521
a650,18,5,1,0.18263304997147436,0.1455399530215984,0.9109947643979057,0.26101355318723257,0.3826416175573805
38b8,18,5,1,0.19934696303587632,0.17067156164592853,0.725130890052356,0.2754795888092106,0.4281920179189863
14df,18,5,1,0.15740680622687456,0.13456554168147591,0.9031413612565445,0.21544535244314367,0.33883764658026244
d884,18,5,1,0.1923473744538454,0.15426422674856896,0.9109947643979057,0.2757839249238987,0.39948590180228655
all,18,5,1,0.17856278751027863,0.14091038216697493,1.0,0.25590294103452077,0.3709843792637927
a650,19,5,1,0.19059380355140504,0.15570260423511606,0.8926701570680629,0.272245839522433,0.40098872001607677
38b8,19,5,1,0.2101145185843939,0.17223344294975174,0.725130890052356,0.2926805535353408,0.43907206769804497
14df,19,5,1,0.1590415862576165,0.13659363766595442,0.887434554973822,0.2233715519841571,0.3502626929558803
d884,19,5,1,0.1935376550972587,0.1528280308010724,0.8926701570680629,0.28109786524308117,0.3999470669802019
all,19,5,1,0.17982267163611051,0.13951609939056886,1.0,0.260340661285569,0.3744551602366016
a650,20,5,1,0.19475234465390767,0.1559815581111617,0.8769633507853403,0.2794106214671181,0.4094781682768406
38b8,20,5,1,0.2041914827853676,0.1665562833838687,0.7094240837696335,0.2885056204452016,0.42443356020047923
14df,20,5,1,0.15951455070358198,0.1394518715602118,0.8717277486910995,0.22005453775415984,0.3502248318038881
d884,20,5,1,0.20087143388795042,0.15201876354958443,0.8795811518324608,0.2917719658901459,0.4035209836290614
all,20,5,1,0.17755777726620645,0.13400458910775598,0.9973821989528796,0.25863453223369814,0.3651461592735754
a650,21,5,1,0.19679026641364297,0.15604671733219683,0.8612565445026178,0.28104144376953366,0.4050142503947324
38b8,21,5,1,0.2217018068256315,0.1659994999681687,0.7146596858638743,0.31651492471900183,0.45709329402641663
14df,21,5,1,0.16143340019485006,0.14405758597074106,0.8481675392670157,0.223260501492674,0.368875727559453
d884,21,5,1,0.2044481396033634,0.14929540008349873,0.8534031413612565,0.2942296264184264,0.4021008456955826
all,21,5,1,0.182820386500814,0.13586950881193852,1.0,0.26586966466765677,0.37291570856816525
a650,22,5,1,0.20098499439171733,0.15855031477545614,0.8429319371727748,0.29489182163663585,0.4155201896466633
38b8,22,5,1,0.21499911618379236,0.16452633203452388,0.6963350785340314,0.30717651368540166,0.42806238588299633
14df,22,5,1,0.16437635372563145,0.14761221539946867,0.837696335078534,0.23581135096654804,0.3764203633478757
d884,22,5,1,0.21177132352528927,0.15664355388859058,0.819371727748691,0.3084891963037173,0.417569795158769
all,22,5,1,0.18429383764550175,0.1385890653149126,0.9869109947643979,0.2736174864691793,0.38173793902922615
a650,23,5,1,0.21108962329429615,0.16414515807366675,0.824607329842932,0.3045842544085686,0.43224248832746565
38b8,23,5,1,0.22089909421731937,0.16450498093063445,0.6832460732984293,0.31179095477330354,0.4457066231085982
14df,23,5,1,0.1706241751943682,0.15500000052834947,0.819371727748691,0.24397951669529536,0.393318074343826
d884,23,5,1,0.2155272479358789,0.15484435025478557,0.806282722513089,0.3087104239493433,0.4222704504749487
all,23,5,1,0.190884532529899,0.1403015984079803,0.9895287958115183,0.27958860078590586,0.3898762763131561
a650,24,5,1,0.21086301457818207,0.16087361163783456,0.8115183246073299,0.3073660726474765,0.4365093180844636
38b8,24,5,1,0.22953009706391936,0.15479722627118014,0.6649214659685864,0.31957895909325607,0.431821822888686
14df,24,5,1,0.17129193826483557,0.15056420690507488,0.8036649214659686,0.247971772312124,0.39494493388577123
d884,24,5,1,0.22372756888543024,0.15299098747986767,0.7801047120418848,0.3265985435012442,0.4296791872858426
all,24,5,1,0.19630688826675008,0.138668738447482,0.9895287958115183,0.28707113589863675,0.3933648209706917
a650,25,5,1,0.21614205851338245,0.16236099918839547,0.7958115183246073,0.3149155540763513,0.4471774655522236
38b8,25,5,1,0.23495001471658186,0.15913109045353302,0.643979057591623,0.33135084983750396,0.4443661424663426
14df,25,5,1,0.17741714383031748,0.15887958681980996,0.7958115183246073,0.2624046541363461,0.41319416224226324
d884,25,5,1,0.23140985046638982,0.16163247433276298,0.7643979057591623,0.3320605826116545,0.44260963380197843
all,25,5,1,0.20203586789410524,0.14373757544139568,0.9842931937172775,0.2951908210529973,0.40573497628914507
a650,26,5,1,0.2130817597606838,0.15841819262398307,0.7643979057591623,0.30401622611028256,0.43648359449703744
38b8,26,5,1,0.23481020838781214,0.15779854690553446,0.6361256544502618,0.3268469999720015,0.4302958635271655
14df,26,5,1,0.17942395170767772,0.15862136781282285,0.7879581151832461,0.26999257902531,0.4165995242905983
d884,26,5,1,0.2373165781675332,0.15721969008036749,0.7513089005235603,0.335779701072931,0.44626031595260524
all,26,5,1,0.20647526624560217,0.1431545231314592,0.981675392670157,0.3013938053291989,0.4047690438091173
a650,27,5,1,0.22028225706230664,0.1567977042675643,0.7277486910994765,0.3157979431357506,0.4391809669794915
38b8,27,5,1,0.23622083457363047,0.15554734699523143,0.6047120418848168,0.32095887020046004,0.4373584073446193
14df,27,5,1,0.1815133252009439,0.156688172899858,0.7696335078534031,0.274468155850773,0.41791503068883606
d884,27,5,1,0.24894219216932992,0.1597003615741289,0.725130890052356,0.35065531335626665,0.4573239994271412
all,27,5,1,0.2086989419111517,0.14237996196600394,0.9790575916230366,0.30143217309653597,0.40799214558131824
a650,28,5,1,0.21653642521679106,0.1509607050585667,0.6963350785340314,0.3134632837736233,0.4279389686835062
38b8,28,5,1,0.23823594968137768,0.1424674929116169,0.581151832460733,0.332799510859683,0.4226067568971786
14df,28,5,1,0.18892492995725735,0.1587593024853601,0.7617801047120419,0.29034942084259063,0.4257834095018728
d884,28,5,1,0.25351460070609305,0.15382184216850514,0.7015706806282722,0.3565056073979436,0.46020752690669403
all,28,5,1,0.21225388961147174,0.14240282004551497,0.9712041884816754,0.3073978795139388,0.4106013044564071
a650,29,5,1,0.21746071857630644,0.15501719202996492,0.662303664921466,0.3176239776394093,0.43519721787804233
38b8,29,5,1,0.24610018776789536,0.14462968478344562,0.5523560209424084,0.3325860043609929,0.4436217707343839
14df,29,5,1,0.1920591651161315,0.1669682938129364,0.725130890052356,0.29675367295220695,0.4433058199969341
d884,29,5,1,0.2568201697091264,0.16030234514670763,0.6832460732984293,0.3606646036188189,0.4764376383740776
all,29,5,1,0.21534640344131262,0.14373711878177106,0.9659685863874345,0.3104327041651318,0.4175202117771941
a650,30,5,1,0.21136319594116992,0.1489267770373082,0.643979057591623,0.3009999978180291,0.42453331567149655
38b8,30,5,1,0.2514373366265359,0.14471839628030989,0.5287958115183246,0.33907262414559625,0.44487805675048075
14df,30,5,1,0.19976136425110824,0.16499598637924198,0.7041884816753927,0.30620280599667893,0.44613106813907116
d884,30,5,1,0.2543010555358035,0.15645786274929516,0.675392670157068,0.36048925607837223,0.46961702684899
all,30,5,1,0.21932935677446946,0.14102203787373463,0.9607329842931938,0.3091215958675351,0.4179670726004522
a650,31,5,1,0.21471125310284972,0.14760046237035096,0.6230366492146597,0.301341667862092,0.4241204073073263
38b8,31,5,1,0.2615921512535348,0.1450386652364482,0.5130890052356021,0.3587429735335847,0.4530737791274376
14df,31,5,1,0.20719075757510153,0.16954503462398476,0.693717277486911,0.31957754072232697,0.4605105383564614
d884,31,5,1,0.25772144762309174,0.15564155381738437,0.6570680628272252,0.3529433000855008,0.4701888553830551
all,31,5,1,0.22635111147691478,0.14490677195578547,0.9528795811518325,0.3196931859970651,0.4280644839750383
a650,0,6,1,0.2280917586549657,0.1491788020401755,0.5968586387434555,0.33160883258086093,0.4384500249581593
38b8,0,6,1,0.19948688463465786,0.13134631899616922,0.5052356020942408,0.28853778814721787,0.3763318275917601
14df,0,6,1,0.22404028317691363,0.13453689625165186,0.6387434554973822,0.31169158846857425,0.41576986999376725
d884,0,6,1,0.14066351016267442,0.10939101499367596,0.6858638743455497,0.20042255170310666,0.29181150468620837
all,0,6,1,0.18771113048696755,0.1298425843112867,0.8664921465968587,0.2658096984124648,0.37015733322576555
a650,1,6,1,0.2280917586549657,0.1491788020401755,0.5968586387434555,0.33160883258086093,0.4384500249581593
38b8,1,6,1,0.19948688463465786,0.13134631899616922,0.5052356020942408,0.28853778814721787,0.3763318275917601
14df,1,6,1,0.22404028317691363,0.13453689625165186,0.6387434554973822,0.31169158846857425,0.41576986999376725
d884,1,6,1,0.14066351016267442,0.10939101499367596,0.6858638743455497,0.20042255170310666,0.29181150468620837
all,1,6,1,0.18771113048696755,0.1298425843112867,0.8664921465968587,0.2658096984124648,0.37015733322576555
a650,2,6,1,0.21226988351510706,0.14032325582436206,0.6570680628272252,0.3031216848919228,0.4083436327389571
38b8,2,6,1,0.1740439309858344,0.11705042254980015,0.5314136125654451,0.25395329088670593,0.3343760421109512
14df,2,6,1,0.2298499256960749,0.13045938105726143,0.680628272251309,0.3174417247059024,0.4089835384070566
d884,2,6,1,0.14099829967372673,0.11559232856860183,0.7225130890052356,0.1977352415417652,0.3065483840288611
all,2,6,1,0.17914353919718515,0.12473211701986366,0.8926701570680629,0.2614217106518717,0.3519264321997114
a650,3,6,1,0.19444637400492534,0.13718611786134588,0.6963350785340314,0.27831864172902465,0.38764412859083064
38b8,3,6,1,0.16842662626516292,0.12204877010481369,0.56282722513089,0.2359090945490962,0.3358281978215232
14df,3,6,1,0.20823503015994752,0.12635338282662795,0.7094240837696335,0.2932640177183238,0.38141407779317926
d884,3,6,1,0.13985963183285308,0.11315171399209363,0.7643979057591623,0.20111473308287559,0.300691684083036
all,3,6,1,0.16940764140851985,0.12223276760865563,0.9267015706806283,0.2460457465299885,0.34247143058276636
a650,4,6,1,0.18748393992796544,0.12413019919356394,0.7408376963350786,0.2661287690225121,0.3579784374363124
38b8,4,6,1,0.16932155083864342,0.12451439687490541,0.6178010471204188,0.2439917241551467,0.34315418875896797
14df,4,6,1,0.19639134635065764,0.1225292170683318,0.7513089005235603,0.276770019054442,0.36600587451468525
d884,4,6,1,0.14093633593630633,0.11137939432685721,0.8036649214659686,0.20478422821615982,0.3075869565647815
all,4,6,1,0.16258726016266636,0.11838050975587418,0.9345549738219895,0.2374024398563686,0.33091742668192703
a650,5,6,1,0.16149666482738526,0.11556019197899185,0.8036649214659686,0.2321132997852958,0.3284569008451874
38b8,5,6,1,0.15825762909561872,0.11470362897446025,0.6151832460732984,0.2274432461115958,0.3171514183803794
14df,5,6,1,0.18823823864215566,0.12099722579281005,0.7879581151832461,0.26801811414189725,0.3557324785047844
d884,5,6,1,0.130477347611661,0.10614387455722646,0.837696335078534,0.18694048582945919,0.2830159509094886
all,5,6,1,0.1457234952606705,0.10972807169284057,0.9528795811518325,0.21230267300769426,0.30306552753364174
a650,6,6,1,0.16161810276696995,0.11660888306894478,0.8350785340314136,0.23235630776498173,0.3295613741298533
38b8,6,6,1,0.15737292788249083,0.12357289452144636,0.6230366492146597,0.22150011195723382,0.32996047013925317
14df,6,6,1,0.19052288216403968,0.11533550200807564,0.8115183246073299,0.2674532148644433,0.3498951265686435
d884,6,6,1,0.13500329287627133,0.10716918500497873,0.856020942408377,0.19453441731692797,0.28659849452291597
all,6,6,1,0.14732188427309198,0.10787706904086775,0.9712041884816754,0.2130769737049976,0.30106688023820194
a650,7,6,1,0.1529694579168633,0.1111792794654494,0.8900523560209425,0.22200480995340238,0.3081229445124341
38b8,7,6,1,0.148294072729137,0.1183553928229405,0.6465968586387435,0.21343219299266608,0.3115466270578694
14df,7,6,1,0.18158027847583325,0.1174966604590074,0.8455497382198953,0.25973395826682266,0.3434122149189162
d884,7,6,1,0.13334615107477105,0.10326259918215755,0.8795811518324608,0.19222215692950406,0.2790108605899536
all,7,6,1,0.1443439542291021,0.10871388635425237,0.9764397905759162,0.21061491790475775,0.2977922172993595
a650,8,6,1,0.13901251457869643,0.10572107729716304,0.900523560209424,0.19908390193913214,0.28441241202074713
38b8,8,6,1,0.14596809174345618,0.11545736730125468,0.6596858638743456,0.20520674352659818,0.3007304801296754
14df,8,6,1,0.17060603853348633,0.11562461684307154,0.8481675392670157,0.24176355600040952,0.32987582506829044
d884,8,6,1,0.128788375714891,0.10369399459432267,0.8979057591623036,0.18183380215453898,0.2708519000784962
all,8,6,1,0.13509477154800476,0.10210114511124711,0.9842931937172775,0.19407877047191177,0.276353959847883
a650,9,6,1,0.14123197021708667,0.11166755958810463,0.9031413612565445,0.20266732900946005,0.2911432504415226
38b8,9,6,1,0.1479401850558569,0.11876917442137773,0.6675392670157068,0.20885352023315967,0.3126395881721548
14df,9,6,1,0.16746037806568823,0.11614883017218307,0.8664921465968587,0.24012689110465368,0.32767464396590257
d884,9,6,1,0.13408994206691224,0.1048602274714571,0.9109947643979057,0.19417767284043608,0.27798828260431396
all,9,6,1,0.13833356890098886,0.10530663896299552,0.9869109947643979,0.19966108316470937,0.28677897602312963
a650,10,6,1,0.13768864935167954,0.10586419097370904,0.9162303664921466,0.19448316168371124,0.28191485399823757
38b8,10,6,1,0.14902448360565085,0.12054318735321315,0.6780104712041884,0.21138474623684114,0.3162448763169007
14df,10,6,1,0.1591537103038993,0.11141671344432277,0.887434554973822,0.22892789088391827,0.314687301108712
d884,10,6,1,0.14061565415671146,0.11000319020401671,0.9267015706806283,0.19841332387011146,0.28731477066795347
all,10,6,1,0.1385463181532588,0.10378043540204643,0.9895287958115183,0.1995867566519881,0.2837762481844435
a650,11,6,1,0.13997229209156742,0.10933687896157578,0.9293193717277487,0.2022557043588512,0.2946208124857337
38b8,11,6,1,0.14448275296619242,0.12522001674664063,0.7015706806282722,0.18929152563249774,0.30104626819346914
14df,11,6,1,0.15666733617070008,0.10969685969173004,0.8900523560209425,0.2289266702116244,0.3096206066007136
d884,11,6,1,0.1524754475915169,0.12294970346100856,0.9267015706806283,0.21456798157078386,0.31551265407480855
all,11,6,1,0.14220719465877313,0.10953904713497087,0.9895287958115183,0.2026327119721265,0.2934454757281358
a650,14,6,1,0.1516358933585772,0.12173846353604749,0.9293193717277487,0.21692789545202287,0.3143937565428834
38b8,14,6,1,0.15512610220128864,0.13106648783832467,0.7068062827225131,0.21303931237533255,0.33355651178134815
14df,14,6,1,0.14827151599279373,0.11258216134691262,0.8848167539267016,0.20912960142695947,0.30525923776807956
d884,14,6,1,0.1627462206316288,0.13608604466621005,0.9319371727748691,0.2305156072260793,0.34962999217379903
all,14,6,1,0.1494714869103219,0.11675377452964539,0.9973821989528796,0.21241606675185598,0.31088947228911695
a650,12,6,1,0.14784604172534763,0.11668702633528759,0.9319371727748691,0.20955919717475424,0.30427800326357435
38b8,12,6,1,0.14761536599786396,0.12766199812264337,0.7015706806282722,0.20042327947903818,0.3066984739075572
14df,12,6,1,0.15078728823531584,0.10824892492627719,0.8979057591623036,0.21660750422836048,0.3053300866781956
d884,12,6,1,0.15073896191125874,0.12137069228691097,0.9240837696335078,0.2164329159102352,0.306294070273192
all,12,6,1,0.14262279407985337,0.10789550585230312,0.9973821989528796,0.2053496639347464,0.29300338382773994
a650,13,6,1,0.14161438204207552,0.11576732129517661,0.9214659685863874,0.2028250783471114,0.30348577256392517
38b8,13,6,1,0.14934856856563775,0.13949798716724324,0.6989528795811518,0.2034903207277474,0.3374551696711019
14df,13,6,1,0.15037516785347327,0.11096483068888083,0.8848167539267016,0.21298465558257065,0.3010321117615276
d884,13,6,1,0.15866539219486595,0.1280611799443932,0.9293193717277487,0.22016653246981144,0.3331638674039963
all,13,6,1,0.1421309156604503,0.11004598194683592,0.9921465968586387,0.20448268407146275,0.29940269870396286
a650,15,6,1,0.15837784630715687,0.13134810766882837,0.9240837696335078,0.23018228538038896,0.33852461124250044
38b8,15,6,1,0.1688556160146639,0.14565066055038298,0.7146596858638743,0.23414545179602805,0.36101810768381287
14df,15,6,1,0.15313692599291218,0.12021627199426368,0.8769633507853403,0.21820501860205554,0.32642559425011086
d884,15,6,1,0.16594179608887402,0.13908543007753324,0.9293193717277487,0.231600418322014,0.35845747164754205
all,15,6,1,0.1548147892160994,0.12273950717116489,0.9973821989528796,0.2220859459198941,0.3258403014412581
a650,16,6,1,0.1609517973778271,0.13090963577421094,0.9136125654450262,0.2338272411306631,0.34732358848850947
38b8,16,6,1,0.18065571761517596,0.15464362865013057,0.7225130890052356,0.2446082247476671,0.38720342115084594
14df,16,6,1,0.14946080087766223,0.12021929486357996,0.8795811518324608,0.20984354949458373,0.316719878746777
d884,16,6,1,0.17541652386795437,0.14386626307101455,0.9083769633507853,0.24939764911227513,0.37624608214698796
all,16,6,1,0.1602621606748266,0.12752830681469413,0.9973821989528796,0.22899405888768554,0.33798516896814823
a650,17,6,1,0.16375763375102864,0.13184322789806874,0.8952879581151832,0.2367070520900144,0.3465618370521229
38b8,17,6,1,0.18730641130532996,0.15480141642253614,0.7146596858638743,0.2578662835891527,0.3951905674647538
14df,17,6,1,0.14704497755794022,0.12617349129072455,0.8821989528795812,0.20697906149187323,0.322244035584773
d884,17,6,1,0.1711583746394553,0.142491775939669,0.8848167539267016,0.2465029089004641,0.3704791747436
all,17,6,1,0.16204031352421494,0.1289491278649635,0.9973821989528796,0.2317910331047687,0.3406745752003469
a650,18,6,1,0.17102133097600877,0.13685653723418975,0.8717277486910995,0.24210299511161237,0.3545271371936791
38b8,18,6,1,0.18614460860147203,0.16272265604481045,0.7120418848167539,0.2542607114679478,0.4051614954451359
14df,18,6,1,0.1453070531940272,0.12392031516890502,0.8507853403141361,0.1963955295414589,0.31032090003551266
d884,18,6,1,0.17909527587782678,0.1455295478620281,0.8743455497382199,0.2576100515039974,0.36962407026892174
all,18,6,1,0.15983370605821234,0.12627603470428098,0.9947643979057592,0.22893423804054241,0.3321148901352565
a650,19,6,1,0.17906249829305557,0.14905269840374144,0.8507853403141361,0.2563254714561729,0.3820944182217204
38b8,19,6,1,0.19783967282069856,0.16392400733956525,0.7068062827225131,0.2733869354521291,0.41440262870964384
14df,19,6,1,0.14677732654089853,0.12658689348704522,0.8350785340314136,0.2021274733981359,0.32196861488163964
d884,19,6,1,0.18202946240927848,0.14488173357477216,0.8664921465968587,0.2652022361522659,0.376894314645116
all,19,6,1,0.16467162384603767,0.12769663568057085,0.9947643979057592,0.2392079469279321,0.34591011233935254
a650,20,6,1,0.1856786480590581,0.15073852304655483,0.8403141361256544,0.26649120137952764,0.393310788107997
38b8,20,6,1,0.19259132118964067,0.15813530277104973,0.6858638743455497,0.2731672333941253,0.40080560994600456
14df,20,6,1,0.14680479982617414,0.12939360011604362,0.824607329842932,0.19757016235815292,0.3215236505975839
d884,20,6,1,0.18931834463872313,0.14385003912493555,0.8167539267015707,0.2756124455480381,0.3784385520016802
all,20,6,1,0.16275978567896415,0.1221992477722684,0.9921465968586387,0.23776862599147927,0.33558416718275147
a650,21,6,1,0.18836893002265648,0.15057920334927563,0.8115183246073299,0.26920297599491616,0.3866813064321026
38b8,21,6,1,0.21307766160119224,0.15833148189431925,0.680628272251309,0.3067643329938144,0.4359582497568435
14df,21,6,1,0.14921863319775436,0.13543960568383098,0.8115183246073299,0.199921078943022,0.34747190603475253
d884,21,6,1,0.1945189406124687,0.14200385748838212,0.7879581151832461,0.283196646639033,0.3825008444245583
all,21,6,1,0.16946386356623772,0.12577866760698417,0.9869109947643979,0.24655735723481428,0.3489949255622433
a650,22,6,1,0.19118866454197458,0.15324240758599253,0.8089005235602095,0.2834115350720199,0.3981139611518784
38b8,22,6,1,0.20648447853971824,0.15613397559004036,0.6544502617801047,0.29607487272802263,0.40422837190153377
14df,22,6,1,0.1515140727519455,0.13958014073979427,0.8115183246073299,0.21395082783333708,0.3536467717901811
d884,22,6,1,0.20294510796952642,0.15119878210604162,0.7722513089005235,0.29933309669349256,0.399278783981272
all,22,6,1,0.1730990956831662,0.13186516896654174,0.981675392670157,0.2585587308519398,0.3618837322057645
a650,23,6,1,0.20387615143506735,0.15974131113746565,0.7801047120418848,0.29313736662471324,0.42317128325543407
38b8,23,6,1,0.21398449546425247,0.1572008176547678,0.6308900523560209,0.3004677084496272,0.4266985782860909
14df,23,6,1,0.15924548278061565,0.14777426529216608,0.7931937172774869,0.22634515982275374,0.37068816128892595
d884,23,6,1,0.20727682002950976,0.14855581379567329,0.7460732984293194,0.295309775638264,0.40707093868025934
all,23,6,1,0.17976479869192227,0.13293032999082405,0.981675392670157,0.2633079863408795,0.3683525895729577
a650,24,6,1,0.2035506989194384,0.15627071431085665,0.756544502617801,0.2975831775039567,0.4247723483910914
38b8,24,6,1,0.2239515264495303,0.14538285985191707,0.6256544502617801,0.3094503219783865,0.4132685014626108
14df,24,6,1,0.15981063880456364,0.1428157874079485,0.7853403141361257,0.22946695355097083,0.3761799632100389
d884,24,6,1,0.2181038213940501,0.14696327019114327,0.7120418848167539,0.31874686926780676,0.41472062819627953
all,24,6,1,0.1881266082221616,0.13188931209950414,0.9790575916230366,0.27544467455921334,0.3742486107136459
a650,25,6,1,0.2091581546735525,0.15763486799477625,0.7382198952879581,0.3065955656229095,0.43439064329925314
38b8,25,6,1,0.2293479375804492,0.15129517721547103,0.6020942408376964,0.3221571411365939,0.42771981710551127
14df,25,6,1,0.16594682053654988,0.15111240627695824,0.7774869109947644,0.24429512684766586,0.3974315356471121
d884,25,6,1,0.22616244018424747,0.15782331196001387,0.6989528795811518,0.3230644332405407,0.43184384858002367
all,25,6,1,0.1992477742789128,0.14088634586335513,0.9790575916230366,0.2910909080630285,0.40142695632393655
a650,26,6,1,0.20686590206905286,0.1539920687911127,0.6963350785340314,0.2948391741616767,0.4241128056648076
38b8,26,6,1,0.22802617604860043,0.14961528899035312,0.5837696335078534,0.3153866215467496,0.4134592287831777
14df,26,6,1,0.16924362079431404,0.1520022484772854,0.7722513089005235,0.25617052271417207,0.3976419619095697
d884,26,6,1,0.23193960835865898,0.15242677937140192,0.6989528795811518,0.3264194068087962,0.43408845903623244
all,26,6,1,0.20064301601623855,0.13837892529453227,0.9712041884816754,0.29189402998914626,0.3916430832868629
a650,27,6,1,0.21448114859625395,0.1521164971155785,0.680628272251309,0.3100515768972578,0.42866394878741315
38b8,27,6,1,0.2302012554568323,0.14762709647148187,0.5471204188481675,0.3105076786313035,0.417587237400049
14df,27,6,1,0.17274882151576845,0.1512735822201416,0.7329842931937173,0.26241053570096884,0.4070603495770675
d884,27,6,1,0.24521114345222747,0.1553433327339002,0.680628272251309,0.3447964761378341,0.44884269370442953
all,27,6,1,0.20793155698049084,0.1386830062392561,0.9633507853403142,0.2980147249671595,0.40162402861789137
a650,28,6,1,0.21078549127361687,0.14596001185534965,0.643979057591623,0.3016240326499844,0.41628470722244226
38b8,28,6,1,0.2342174256974912,0.1352844702220056,0.5340314136125655,0.3254917767888448,0.40656742475836655
14df,28,6,1,0.1809940332092249,0.1540670624350976,0.7041884816753927,0.2794936356956762,0.4125684509095461
d884,28,6,1,0.24997550735346855,0.14901795551916505,0.643979057591623,0.3508834031538298,0.4500140301633132
all,28,6,1,0.2082468452220139,0.1372927067798159,0.9528795811518325,0.30057634361576935,0.396625234416379
